抓取日期,榜單類型,排名,歌名,歌手,專輯,發行日期,YouTube ID,點閱率,語言
2026-08-03,抖音熱歌榜,26,空心,光泽,光泽,2017-01-05,-,-,華語
2026-08-03,抖音熱歌榜,27,思念是一种病,张震岳/蔡健雅,OK,2007-07-06,-,-,華語
2026-08-03,抖音熱歌榜,28,刻在我心底的名字,卢广仲,刻在我心底的名字,2020-08-25,-,-,華語
2026-08-03,抖音熱歌榜,29,素颜,许嵩/何曼婷,素颜,2010-08-18,-,-,華語
2026-08-03,抖音熱歌榜,30,最佳损友,陈奕迅,Life Continues,2006-02-18,-,-,華語
2026-08-03,抖音熱歌榜,31,童话,光良,童话,2005-01-21,-,-,華語
2026-08-03,抖音熱歌榜,32,特别的人,方大同,危险世界,2014-04-11,-,-,華語
2026-08-03,抖音熱歌榜,33,江南,林俊杰,第二天堂,2004-06-04,-,-,華語
2026-08-03,抖音熱歌榜,34,Beauty And A Beat,Justin Bieber/Nicki Minaj,Believe (Deluxe Edition),2012-01-01,-,-,西洋
2026-08-03,抖音熱歌榜,35,出现又离开,梁博,我是唱作人 第2期,2019-04-19,-,-,華語
2026-08-03,抖音熱歌榜,36,我们俩,郭顶,微微,2009-08-18,-,-,華語
2026-08-03,抖音熱歌榜,37,后会无期,徐良/汪苏泷,不良少年,2011-12-26,-,-,華語
2026-08-03,抖音熱歌榜,38,你要的全拿走,胡彦斌,覅忒好,2018-01-26,-,-,華語
2026-08-03,抖音熱歌榜,39,慢冷,李荣浩,2022中国好声音 第1期,2022-08-05,-,-,華語
2026-08-03,抖音熱歌榜,40,其实,薛之谦,意外,2013-11-11,-,-,華語
2026-08-03,抖音熱歌榜,41,Baby,Justin Bieber/Ludacris,Baby,2010-01-18,-,-,西洋
2026-08-03,抖音熱歌榜,42,坏女孩,徐良/小凌,不良少年,2011-12-26,-,-,華語
2026-08-03,抖音熱歌榜,43,下完这场雨,后弦,下完这场雨,2017-01-13,-,-,華語
2026-08-03,抖音熱歌榜,44,离开我的依赖,王艳薇,离开我的依赖,2020-02-17,-,-,華語
2026-08-03,抖音熱歌榜,45,遇见,孙燕姿,The Moment,2003-08-22,-,-,華語
2026-08-03,抖音熱歌榜,46,泡泡,牛佳钰,泡泡,2020-05-01,-,-,華語
2026-08-03,抖音熱歌榜,47,心墙,郭静,在树上唱歌,2009-05-22,-,-,華語
2026-08-03,抖音熱歌榜,48,不分手的恋爱,汪苏泷,汪苏泷原创合集,2010-11-15,-,-,華語
2026-08-03,抖音熱歌榜,49,关键词,林俊杰,和自己对话 From M.E. To Myself,2015-12-25,-,-,華語
2026-08-03,抖音熱歌榜,50,恶作剧,王蓝茵,恶作剧之吻 电视剧原声带,2005-10-14,-,-,華語
2026-08-03,抖音熱歌榜,51,那时雨,徐良,那时雨,2013-03-14,-,-,華語
2026-08-03,抖音熱歌榜,52,如愿,王菲,如愿,2021-09-25,-,-,華語
2026-08-03,抖音熱歌榜,53,瞬,郑润泽,瞬,2023-07-17,-,-,華語
2026-08-03,抖音熱歌榜,54,此生不换,青鸟飞鱼,仙剑奇侠传三 电视剧原声带,2009-06-18,-,-,華語
2026-08-03,抖音熱歌榜,55,黄昏,周传雄,Transfer,2000-12-25,-,-,華語
2026-08-03,抖音熱歌榜,56,十年,陈奕迅,黑白灰,2003-04-15,-,-,華語
2026-08-03,抖音熱歌榜,57,可不可以,张紫豪,可不可以,2018-05-03,-,-,華語
2026-08-03,抖音熱歌榜,58,海阔天空,BEYOND,乐与怒,1993-05-14,-,-,華語
2026-08-03,抖音熱歌榜,59,奢香夫人,凤凰传奇,最炫民族风,2009-06-02,-,-,華語
2026-08-03,抖音熱歌榜,60,我们的歌,王力宏,改变自己,2007-07-13,-,-,華語
2026-08-03,抖音熱歌榜,61,夏夜最后的烟火,颜人中,夏夜最后的烟火,2024-01-01,-,-,華語
2026-08-03,抖音熱歌榜,62,如果爱忘了,汪苏泷/单依纯,声生不息·家年华 第12期,2024-02-17,-,-,華語
2026-08-03,抖音熱歌榜,63,背对背拥抱,林俊杰,100天,2009-12-18,-,-,華語
2026-08-03,抖音熱歌榜,64,泡沫,G.E.M. 邓紫棋,Xposed,2012-07-05,-,-,華語
2026-08-03,抖音熱歌榜,65,樱花草,Sweety,花言乔语 (精装版),2006-06-23,-,-,華語
2026-08-03,抖音熱歌榜,66,有何不可,许嵩,自定义,2009-01-10,-,-,華語
2026-08-03,抖音熱歌榜,67,倒数,G.E.M. 邓紫棋,另一个童话,2018-08-16,-,-,華語
2026-08-03,抖音熱歌榜,68,妥协,蔡依林,花蝴蝶,2009-03-27,-,-,華語
2026-08-03,抖音熱歌榜,69,天外来物,薛之谦,天外来物,2020-12-31,-,-,華語
2026-08-03,抖音熱歌榜,70,Letting Go,蔡健雅,说到爱,2011-11-18,-,-,華語
2026-08-03,抖音熱歌榜,71,不将就,李荣浩,有理想,2016-01-22,-,-,華語
2026-08-03,抖音熱歌榜,72,美人鱼,林俊杰,第二天堂,2004-06-04,-,-,華語
2026-08-03,抖音熱歌榜,73,第57次取消发送,菲菲公主（陆绮菲）,第57次取消发送,2025-02-10,-,-,華語
2026-08-03,抖音熱歌榜,74,我记得,赵雷,署前街少年,2022-08-29,-,-,華語
2026-08-03,抖音熱歌榜,75,一样的月光,徐佳莹,LaLa首张创作专辑,2009-05-29,-,-,華語
2026-08-03,抖音熱歌榜,76,半壶纱,刘珂矣,半壶纱,2016-01-05,-,-,華語
2026-08-03,抖音熱歌榜,77,幻听,许嵩,梦游计,2012-07-11,-,-,華語
2026-08-03,抖音熱歌榜,78,会呼吸的痛,梁静茹,崇拜,2007-11-09,-,-,華語
2026-08-03,抖音熱歌榜,79,不遗憾,李荣浩,你的婚礼 电影原声带,2021-05-08,-,-,華語
2026-08-03,抖音熱歌榜,80,认真的雪,薛之谦,薛之谦,2006-06-09,-,-,華語
2026-08-03,抖音熱歌榜,81,牵丝戏,银临/Aki阿杰,牵丝戏,2015-01-01,-,-,華語
2026-08-03,抖音熱歌榜,82,IF YOU,BIGBANG,MADE SERIES 《D》,2015-07-01,-,-,韓語
2026-08-03,抖音熱歌榜,83,夏天的风,温岚,温式效应,2004-07-06,-,-,華語
2026-08-03,抖音熱歌榜,84,句号,G.E.M. 邓紫棋,摩天动物园,2019-12-27,-,-,華語
2026-08-03,抖音熱歌榜,85,模特,李荣浩,模特,2013-09-16,-,-,華語
2026-08-03,抖音熱歌榜,86,来不及爱你,h3R3刘清云,来不及爱你,2023-07-30,-,-,華語
2026-08-03,抖音熱歌榜,87,鲜花,回春丹乐队,鲜花,2023-09-30,-,-,華語
2026-08-03,抖音熱歌榜,88,忘情牛肉面,马健涛,忘情牛肉面,2019-11-09,-,-,華語
2026-08-03,抖音熱歌榜,89,虚拟,陈粒,小梦大半,2016-07-26,-,-,華語
2026-08-03,抖音熱歌榜,90,爱情讯息,郭静,下一个天亮,2008-05-09,-,-,華語
2026-08-03,抖音熱歌榜,91,勇气,梁静茹,勇气,2000-08-02,-,-,華語
2026-08-03,抖音熱歌榜,92,我知道,BY2,Twins,2009-04-10,-,-,華語
2026-08-03,抖音熱歌榜,93,如果可以,韦礼安,如果可以,2021-11-05,-,-,華語
2026-08-03,抖音熱歌榜,94,他不懂,张杰,听！我们的歌,2020-07-23,-,-,華語
2026-08-03,抖音熱歌榜,95,最后一页,江语晨,恋习,2010-09-17,-,-,華語
2026-08-03,抖音熱歌榜,96,我是真的爱上你,王杰,爱与梦,2002-07-12,-,-,華語
2026-08-03,抖音熱歌榜,97,青花,周传雄,蓝色土耳其,2007-10-24,-,-,華語
2026-08-03,抖音熱歌榜,98,至少还有你,林忆莲,林忆莲's,2000-01-18,-,-,華語
2026-08-03,抖音熱歌榜,99,平凡之路,朴树,猎户星座,2017-04-30,-,-,華語
2026-08-03,抖音熱歌榜,100,后来,刘若英,我等你,2000-01-07,-,-,華語
